normalized_vi,method,predicted_clusters_column,n_predicted_clusters,n_predicted_cluster_samples,n_ignored_predicted_clusters,n_true_cluster_samples,n_ignored_true_clusters,n_vi_cluster_samples,normalized_mutual_info_score,adjusted_rand_score,homogeneity_completeness_v_measure,adjusted_mutual_info_score
0.062,t-sne,t-sne_label,12,1509,14,1523,0,1509,0.8945414162425108,0.8575119934728926,0.8945414162425108,0.8926264882697227
0.0763,mds,mds_label,10,1438,85,1523,0,1438,0.857793863600346,0.7323849399123743,0.8577938636003462,0.8554581076030231
0.0814,pca,pca_label,7,1488,35,1523,0,1488,0.8432749283490505,0.7209880119661194,0.8432749283490505,0.8415205833660169
0.0847,umap,umap_label,7,1523,0,1523,0,1523,0.8459475206593108,0.7160662530735287,0.8459475206593108,0.8443708166606778
0.129,reduced_t-sne_cosine_2_t33-650M-attentionmean_All,reduced_t-sne_cosine_2_t33-650M-attentionmean_All_label,13,1519,4,1523,0,1519,0.7817451144508093,0.7196316957232889,0.7817451144508093,0.7774550027632597
0.1293,reduced_t-sne_euclidean_2_CARP,reduced_t-sne_euclidean_2_CARP_label,13,1514,9,1523,0,1514,0.7699609196491342,0.6218305263111915,0.7699609196491342,0.765192064987308
0.1293,reduced_t-sne_cosine_2_t33-650M-mean_All,reduced_t-sne_cosine_2_t33-650M-mean_All_label,12,1519,4,1523,0,1519,0.772273913621017,0.6557245903752337,0.772273913621017,0.768004757825555
0.1326,genetic,genetic_label,18,1431,92,1523,0,1431,0.7705253936058244,0.6746644734871037,0.7705253936058244,0.7637141124349814
0.1353,reduced_t-sne_euclidean_2_protbert,reduced_t-sne_euclidean_2_protbert_label,7,1519,4,1523,0,1519,0.7241164269554003,0.4965844352643728,0.7241164269554003,0.7208969414329143
0.1422,reduced_t-sne_cosine_2_t36-3B-attentionmean_All,reduced_t-sne_cosine_2_t36-3B-attentionmean_All_label,13,1516,7,1523,0,1516,0.7596896825336148,0.6709491656973872,0.7596896825336149,0.7549768137091689
0.1425,reduced_t-sne_cosine_2_t36-3B-mean_All,reduced_t-sne_cosine_2_t36-3B-mean_All_label,13,1518,5,1523,0,1518,0.7520242930768772,0.625585600992593,0.7520242930768772,0.7470143760684679
0.1753,reduced_t-sne_euclidean_2_prot5,reduced_t-sne_euclidean_2_prot5_label,8,1515,8,1523,0,1515,0.651712325349271,0.4536946607219934,0.6517123253492711,0.6470497071162344
0.1883,reduced_t-sne_cosine_2_t33-650M-sitemean_All,reduced_t-sne_cosine_2_t33-650M-sitemean_All_label,5,1522,1,1523,0,1522,0.5869278348343695,0.353695976069458,0.5869278348343695,0.5835104624410663
0.2067,reduced_mds_cosine_8_t36-3B-sitemean_All,reduced_mds_cosine_8_t36-3B-sitemean_All_label,37,988,535,1523,0,988,0.7404676957171129,0.4553102405568392,0.7404676957171128,0.7219645025151239
0.2534,reduced_t-sne_cosine_2_t36-3B-bos_All,reduced_t-sne_cosine_2_t36-3B-bos_All_label,9,1519,4,1523,0,1519,0.4299931190601267,0.1376338237627353,0.4299931190601268,0.420008170401821
0.2807,reduced_t-sne_euclidean_2_t33-650M-bos_All,reduced_t-sne_euclidean_2_t33-650M-bos_All_label,7,1523,0,1523,0,1523,0.3275764755219256,0.1033735077991838,0.3275764755219256,0.3182466182340266
